,Income,Customer Lifetime Value,Monthly Premium Auto,Total Claim Amount
2527,0,6102.953572,84,856.347474
2528,77603,9191.672825,114,547.2
2529,75606,9581.281433,119,571.2
2530,41458,7532.262392,98,191.100227
2531,0,2795.321353,74,420.765993
2532,0,5673.840992,82,445.001296
2533,70619,15016.18511,187,293.948632
2534,41273,3087.249746,77,221.226696
2535,46946,5480.701059,70,336.0
2536,0,7944.973807,113,542.4
2537,99180,8543.247323,106,33.751887
2538,55350,5380.898636,67,321.6
2539,28215,4650.063763,65,468.0
2540,75425,36946.06393,116,663.643801
2541,63583,3314.55133,83,167.39959
2542,0,4566.377261,66,475.2
2543,37995,5597.12496,139,667.2
2544,37125,2540.551456,63,290.911693
2545,53357,2939.330187,73,55.320014
2546,70140,16068.34838,199,955.2
2547,52380,7360.873696,186,892.8
2548,79292,2700.985899,67,55.394702
2549,0,3095.705571,92,774.892461
2550,0,4383.751482,123,1480.336748
2551,75425,9928.874825,123,823.798803
2552,20992,2399.17815,64,307.2
2553,57428,3402.777293,85,414.649796
2554,92606,8711.302422,109,287.437831
2555,86001,4358.762008,109,523.2
2556,79751,2551.226692,63,392.235698
2557,68654,5642.747998,71,208.048487
2558,0,4151.667368,61,208.892861
2559,92629,2842.025913,72,60.845685
2560,54094,8791.444942,112,502.994931
2561,95419,8268.272933,70,336.0
2562,66466,8581.637267,71,293.016168
2563,68131,5244.40475,130,226.607648
2564,56481,8509.019846,106,273.250112
2565,70082,4743.615503,119,571.2
2566,51437,22754.66137,115,244.086665
2567,0,5335.015944,73,525.6
2568,27972,6966.319103,90,240.318607
2569,24930,21205.37785,76,364.8
2570,26245,4271.200049,110,44.284642
2571,57883,5580.818466,69,431.847824
2572,0,2224.089639,64,483.25721
2573,58828,2709.539796,68,446.751243
2574,51906,2890.338106,73,374.864662
2575,28095,6403.577368,82,393.6
2576,88723,5981.381645,74,355.2
2577,53078,6225.022266,79,200.97608
2578,88895,8496.358981,106,209.863509
2579,60078,10213.99111,127,140.819942
2580,0,4547.162694,67,321.6
2581,45820,5741.696078,71,249.742856
2582,0,2388.353882,73,677.970934
2583,12439,12624.96121,115,552.0
2584,25998,8382.478392,71,791.878042
2585,98451,4964.666365,62,316.546868
2586,23803,2871.437451,72,410.548521
2587,0,13080.78528,124,595.2
2588,26100,2482.411991,67,482.4
2589,0,2726.834065,73,376.923839
2590,0,4776.186527,67,315.215329
2591,65252,6091.89923,78,482.48791
2592,48567,5015.009472,130,624.0
2593,34337,9035.671134,113,542.4
2594,20394,4381.880534,115,508.614758
2595,0,5775.517825,76,784.611446
2596,0,4250.282624,61,292.8
2597,31617,2347.048112,62,244.269407
2598,0,6940.069184,62,297.6
2599,21104,2572.506605,66,118.454974
2600,37748,41491.74481,181,868.8
2601,0,3571.346578,96,438.661509
2602,25023,12734.21253,82,397.139856
2603,0,4529.112791,62,271.164139
2604,14108,4177.876779,109,523.2
2605,23923,9824.745841,82,393.6
2606,0,2430.801647,67,321.6
2607,22705,19160.98994,239,1294.700423
2608,0,3301.518961,89,427.2
2609,0,4692.098956,69,506.92275
2610,50825,8092.87696,102,369.614729
2611,14616,3964.534974,106,575.260213
2612,0,2497.531509,69,272.381465
2613,29504,9656.212573,125,1224.56345
2614,58789,8888.143979,111,215.438825
2615,29491,7347.410517,61,292.8
2616,78077,8578.364528,107,438.069458
2617,0,3467.323976,96,799.251165
2618,76558,8901.468512,74,216.980413
2619,78618,2619.337376,66,225.578841
2620,82664,8838.085637,114,133.425609
2621,23053,10127.77087,132,780.941649
2622,50250,4633.452912,117,561.6
2623,32169,7796.000083,199,785.82348
2624,0,2993.024583,80,286.115778
2625,99069,7985.472561,66,77.442722
2626,20978,3508.569533,98,1176.2788
2627,17576,2722.210707,71,398.502948
2628,42297,2783.583044,71,200.38673
2629,0,8649.997286,115,824.597262
2630,0,4652.91278,63,151.231247
2631,0,8395.806331,110,161.092415
2632,48990,8804.53711,74,355.2
2633,16916,7155.337765,64,377.512951
2634,18375,3954.344534,103,535.080276
2635,17150,15032.9003,65,689.800891
2636,23815,8257.666512,73,424.330166
2637,21947,9256.918609,118,566.4
2638,0,6507.751779,97,863.219668
2639,89451,2530.705137,63,61.769564
2640,79325,5482.549359,68,251.294821
2641,88454,4050.506193,101,308.749796
2642,0,6326.679236,87,417.6
2643,20943,2627.76229,69,240.00056
2644,51972,7814.604545,66,316.8
2645,54408,6314.579645,79,288.329793
2646,23751,6386.278164,82,586.921708
2647,37612,2537.969253,64,307.2
2648,91603,5335.375586,69,472.67262
2649,0,4549.079221,62,639.758314
2650,16450,4836.21886,128,871.484565
2651,50864,6478.801192,83,158.362972
2652,74560,35440.14262,110,528.0
2653,62488,2404.380963,62,200.689331
2654,55837,9264.565015,117,741.867506
2655,0,2433.024631,66,475.2
2656,97742,5367.089817,67,67.648392
2657,0,2452.360892,69,496.8
2658,64125,8646.504109,108,369.818708
2659,0,4340.086445,62,446.4
2660,70412,4930.949334,61,136.291083
2661,0,5292.632491,70,336.0
2662,66267,8986.610653,111,1093.708851
2663,0,5619.967791,82,863.935307
2664,40882,10340.45566,89,393.637436
2665,34498,6369.262355,83,398.4
2666,0,2767.5949,74,355.2
2667,23228,4831.421687,64,307.2
2668,40864,4282.947971,109,166.937747
2669,46133,5718.276608,73,19.626306
2670,46900,2580.849899,66,316.8
2671,0,6481.382268,92,441.6
2672,53390,5133.414764,64,278.999409
2673,99185,9369.639891,115,449.428182
2674,62815,3196.578455,80,47.061469
2675,26277,4720.608872,61,292.8
2676,41854,8861.900439,110,481.269644
2677,0,6032.737631,86,412.8
2678,66627,6832.36853,85,733.21126
2679,12131,2242.090803,64,251.44949
2680,0,4157.698118,110,528.0
2681,0,6189.122455,90,648.0
2682,33317,5643.724704,72,345.6
2683,68931,5332.462694,66,309.577946
2684,0,2121.313061,67,321.6
2685,19189,8281.740124,108,518.4
2686,49390,7835.929299,195,738.05105
2687,33124,2552.913868,67,80.119997
2688,40516,2795.410029,70,137.168874
2689,0,8007.399376,112,537.6
2690,34615,6886.324494,87,417.6
2691,29894,5106.781547,72,16.510134
2692,0,5612.375586,79,379.2
2693,0,5658.912313,84,847.490817
2694,86732,7263.599744,180,204.373113
2695,68516,8712.157741,216,95.693949
2696,31562,9198.685111,115,552.0
2697,0,5162.370678,74,582.420512
2698,24477,6289.946999,79,379.2
2699,0,3649.708655,100,480.0
2700,20046,6766.558551,87,417.6
2701,78152,4631.011293,114,547.2
2702,0,6810.52531,65,733.522405
2703,36067,9378.634228,117,561.6
2704,44362,15762.53198,66,142.113373
2705,77350,2635.505781,66,316.8
2706,86641,5741.72743,71,161.752532
2707,72258,8414.942855,105,12.497538
2708,70737,9123.911266,114,741.655597
2709,0,15994.008,159,1410.16929
2710,0,9022.08313,125,988.535078
2711,0,4759.664624,81,388.8
2712,17672,3993.882994,110,792.0
2713,0,18853.73945,173,1245.6
2714,47297,8840.193762,115,796.130111
2715,57240,6696.903521,83,83.652384
2716,28181,8476.082867,109,523.2
2717,31275,5205.748188,66,316.8
2718,0,6141.961623,182,1310.4
2719,63774,4376.363592,111,60.036683
2720,78441,12375.02163,103,613.866905
2721,0,3451.10244,104,499.2
2722,0,8107.26533,76,364.8
2723,0,8662.048958,117,511.422666
2724,91423,8696.907111,109,435.796252
2725,86933,2535.266473,63,269.563038
2726,65255,5633.741543,72,321.457124
2727,41533,5176.730072,65,232.879766
2728,50097,5531.723723,71,17.484679
2729,73858,2810.671023,72,422.59237
2730,94943,2780.729047,69,387.545055
2731,72685,2572.452634,68,14.464783
2732,60184,7664.219255,199,161.61574
2733,0,3839.746159,106,763.2
2734,74045,2509.268453,64,307.2
2735,52564,14566.09246,122,42.131925
2736,19098,3220.775528,87,417.6
2737,78784,3199.824902,80,239.964694
2738,0,16045.10952,65,163.046956
2739,29256,4918.916267,63,302.4
2740,77912,5623.757656,71,23.89816
2741,45345,5677.465907,72,99.039453
2742,25630,3016.444225,86,412.8
2743,22280,5279.124682,68,169.414572
2744,0,4803.935174,69,496.8
2745,61567,2608.786334,65,39.532978
2746,34644,7832.569008,66,316.8
2747,26991,4260.33573,119,856.8
2748,49746,2369.369299,61,624.42874
2749,0,20604.01627,72,723.010515
2750,49625,2652.067994,66,261.549577
2751,49308,2597.864075,65,150.235884
2752,63624,7712.436971,95,175.243467
2753,80358,4698.88415,116,443.637243
2754,38460,3403.919366,88,91.55098
2755,0,4355.702301,64,460.8
2756,0,11095.97445,101,727.2
2757,0,3300.684961,92,711.323244
2758,34835,6981.081694,89,294.691896
2759,93836,16922.12519,139,497.353106
2760,34075,7639.670244,196,451.896687
2761,35624,19237.77089,66,227.44626
2762,83218,2915.649943,72,245.103885
2763,24641,4196.429642,105,504.0
2764,22828,16473.16905,106,508.8
2765,0,2657.570431,71,340.8
2766,28729,3267.709691,90,338.744392
2767,72731,2584.532849,65,125.704164
2768,59932,5503.919257,71,116.600107
2769,54292,8021.067105,67,321.6
2770,0,19606.35999,194,931.2
2771,0,1904.000852,63,302.4
2772,59414,7288.297591,91,340.32278
2773,96587,5553.521059,138,749.244062
2774,0,11702.34819,111,532.8
2775,0,36897.79765,133,638.4
2776,94362,2957.102851,74,195.405949
2777,84488,19643.54421,61,208.885686
2778,65085,4111.888285,103,480.073548
2779,0,15122.99194,72,518.4
2780,0,12807.09083,69,450.760925
2781,0,2500.241685,67,664.128009
2782,0,4260.709139,62,446.4
2783,60798,2609.533154,66,316.8
2784,30761,10796.44832,69,331.2
2785,25981,2590.654042,65,77.54669
2786,67739,29199.81072,149,270.373444
2787,25581,4194.659772,105,429.695284
2788,99759,10314.52484,65,74.463101
2789,76514,9028.307862,112,573.941286
2790,18375,3954.344534,103,535.080276
2791,21832,6089.517361,84,403.2
2792,0,12827.42831,117,842.4
2793,95330,9135.291575,113,542.4
2794,0,7902.681227,106,634.396608
2795,0,14827.91055,68,326.4
2796,25899,2500.834374,63,302.4
2797,0,5395.346288,74,355.2
2798,33201,2651.615963,66,314.044227
2799,18287,2119.894333,61,292.8
2800,76506,7155.471967,89,427.2
2801,41859,5994.226432,76,166.1306
2802,27504,22647.21772,91,436.8
2803,45360,2833.797966,73,350.4
2804,49078,22332.43946,97,484.013411
2805,0,5846.41534,90,648.0
2806,91810,2867.211836,71,165.520952
2807,70600,14435.66453,122,636.982333
2808,33554,5237.477743,131,934.656068
2809,77642,7710.912153,64,282.146354
2810,25963,5158.576449,66,298.954932
2811,57452,5414.897604,136,652.8
2812,0,2903.749709,77,491.66348
2813,91416,5575.751228,69,109.904496
2814,22000,2616.409509,69,383.224514
2815,41167,4617.838205,118,554.957693
2816,0,20123.86854,70,504.0
2817,0,3200.795405,86,412.8
2818,53944,8583.854913,71,340.8
2819,75648,4349.30875,108,112.660916
2820,29414,4729.593583,64,71.303109
2821,48567,5015.009472,130,624.0
2822,69276,5797.604861,74,201.327931
2823,0,3475.07136,96,460.8
2824,50117,8542.218196,107,462.654347
2825,22828,16473.16905,106,508.8
2826,0,6776.353402,96,818.730215
2827,0,9713.156737,136,979.2
2828,20868,4429.193391,112,537.6
2829,40921,2435.535995,62,10.560419
2830,99654,9863.502214,121,272.788141
2831,0,8207.858272,110,686.90827
2832,56218,2781.446975,72,302.942519
2833,70717,5807.994569,72,37.28874
2834,62989,8395.272249,71,319.131547
2835,41459,14333.92489,71,340.8
2836,0,11003.54385,102,489.6
2837,42512,4049.807215,105,77.479316
2838,0,2141.750757,61,437.040616
2839,83288,5079.843625,124,353.397699
2840,46267,2895.522489,72,231.969205
2841,0,9031.214859,122,650.52179
2842,74424,6554.390004,81,388.8
2843,0,7487.744636,72,693.084662
2844,58883,15118.89548,62,432.480275
2845,41539,9007.431501,116,556.8
2846,33881,5488.931031,68,65.659137
2847,86448,7234.142952,90,59.853369
2848,25237,5205.751205,69,378.345883
2849,0,4697.152892,67,482.4
2850,49419,6207.171358,77,203.296071
2851,90414,6615.815683,83,398.4
2852,39930,9708.504642,86,412.8
2853,23202,10831.13004,96,460.8
2854,79487,4626.801093,114,547.2
2855,68423,6748.231188,85,324.413656
2856,84495,2542.06388,63,302.4
2857,43091,5450.394878,69,330.138332
2858,41951,7243.865476,91,40.536151
2859,89834,8306.550901,105,504.0
2860,92157,2734.514945,69,270.381385
2861,35773,11030.66148,93,446.4
2862,0,3402.39442,99,475.2
2863,15850,6945.016955,61,314.528138
2864,11167,2568.843396,73,350.4
2865,21195,5764.648599,72,345.6
2866,27430,5403.546122,68,184.955105
2867,0,4899.231772,63,302.4
2868,0,9048.983447,119,571.2
2869,59839,8093.898245,107,513.6
2870,0,2496.766693,73,350.4
2871,38166,2602.24525,67,236.842746
2872,0,6751.437153,95,456.0
2873,13457,3621.68883,94,285.825083
2874,0,6896.088021,68,326.4
2875,52721,5438.696611,136,550.127548
2876,22012,14472.583,185,75.698305
2877,19864,2359.423599,63,352.394515
2878,55289,5323.267311,67,134.124254
2879,30449,7390.903278,92,501.092992
2880,27362,11447.5071,144,422.78411
2881,29460,5754.853121,72,29.303915
2882,0,10244.2435,94,451.2
2883,42532,4645.569555,118,200.641734
2884,66707,4887.344366,61,71.980757
2885,68041,2497.808174,64,165.570243
2886,0,2369.111588,65,468.0
2887,0,4490.597249,64,307.2
2888,40968,3719.247732,97,465.6
2889,39913,4198.030023,106,344.765129
2890,31710,2420.711888,62,199.551735
2891,0,4462.997006,73,350.4
2892,89113,6291.655714,78,219.362643
2893,0,4270.034394,122,725.870693
2894,0,2460.665175,67,321.6
2895,38688,19435.62924,249,2294.631639
2896,0,7374.077921,110,528.0
2897,0,18269.53692,127,609.6
2898,28014,11925.71535,104,631.594469
2899,14170,4223.274671,109,523.2
2900,64825,10298.38586,129,359.484342
2901,77357,5229.741907,67,29.884537
2902,21629,2402.81597,62,298.626189
2903,25927,3933.813993,103,674.973614
2904,44388,4299.838835,113,496.843023
2905,54539,7635.554626,63,287.453171
2906,17576,2722.210707,71,398.502948
2907,84629,7291.599536,90,411.671832
2908,24964,58753.88046,185,888.0
2909,43573,5261.037541,66,409.684798
2910,0,16938.29858,69,340.780156
2911,0,10575.94816,105,756.0
2912,35011,5552.331515,70,215.728468
2913,63651,7150.225367,92,224.711836
2914,83846,8717.049833,74,355.2
2915,0,6847.588918,191,1317.008182
2916,39133,5418.726537,67,90.524457
2917,31278,3528.044252,92,441.6
2918,0,16468.22079,63,685.12694
2919,44788,7285.030983,61,386.031248
2920,0,16963.83934,117,561.6
2921,62447,5807.659307,74,133.977857
2922,31475,5068.264582,64,22.962412
2923,80780,8797.829644,109,3.55
2924,88613,4439.900652,111,359.36848
2925,45949,2404.459452,62,110.556062
2926,35596,5066.634057,64,307.2
2927,76875,5890.528762,73,17.375878
2928,41842,2410.498573,61,292.8
2929,28884,5288.240125,72,518.4
2930,24631,26413.54751,83,398.4
2931,0,16236.47626,74,680.753091
2932,71560,5534.576395,69,178.700204
2933,0,9202.638441,80,384.0
2934,72421,2592.437797,65,312.0
2935,54702,8019.856041,199,955.2
2936,0,6943.741598,76,547.2
2937,57335,13367.86562,67,407.887715
2938,0,5885.335302,67,482.4
2939,35033,3479.760165,87,490.638202
2940,65733,9103.8997,113,684.948527
2941,0,4813.284447,69,472.611522
2942,0,9575.7578,88,633.6
2943,16181,13736.1325,181,1261.319869
2944,86180,8090.884414,69,48.051339
2945,36881,8267.119555,104,499.2
2946,47888,2489.16729,64,545.083116
2947,21986,2395.57,63,333.696228
2948,47199,3863.309585,100,480.0
2949,0,5173.485319,69,331.2
2950,86305,4984.618655,62,80.73124
2951,39062,2396.192355,61,346.991025
2952,16976,2631.87754,69,238.952528
2953,0,6993.838856,65,468.0
2954,83283,15055.53836,193,273.702709
2955,41972,3401.881747,86,691.709371
2956,34080,4126.61326,107,220.644418
2957,0,4462.997006,73,350.4
2958,40269,9320.090224,81,329.980754
2959,61894,3663.740198,91,436.8
2960,23300,4962.208409,63,339.906034
2961,66023,2816.758764,70,265.629611
2962,39660,4330.769101,107,416.8496
2963,0,8262.879764,76,32.508635
2964,60466,4666.643522,117,784.186389
2965,32848,5876.054314,74,250.454012
2966,20662,8427.723769,72,373.324673
2967,64985,13023.9329,108,16.425514
2968,68022,8209.59982,103,494.4
2969,72834,2464.238061,65,91.941259
2970,74592,2727.520769,67,321.6
2971,73938,3086.013544,76,53.095599
2972,15999,22067.728,83,398.4
2973,0,4836.054291,69,632.081402
2974,0,6912.03963,96,460.8
2975,0,2570.761765,72,345.6
2976,0,2991.696011,80,576.0
2977,62375,8253.266591,103,411.228571
2978,61427,10477.77713,88,422.4
2979,64396,16373.7273,103,355.409311
2980,49312,5184.94945,65,230.104769
2981,0,10634.83711,61,292.8
2982,28513,15114.40241,100,480.0
2983,0,11875.89915,108,518.4
2984,97321,4369.496687,110,74.744643
2985,58839,7432.856752,65,18.965718
2986,0,2558.762931,72,518.4
2987,88567,5452.171237,67,321.6
2988,91646,2968.077571,74,57.678779
2989,0,15700.28436,211,1012.8
2990,48552,7477.176362,94,262.746281
2991,31485,9407.452895,118,294.905685
2992,0,4428.038374,64,628.801638
2993,16511,10053.55227,135,972.0
2994,51020,2907.898828,73,350.4
2995,43838,7644.763153,97,465.6
2996,0,9709.746073,133,827.085431
2997,22454,8439.615236,110,556.097027
2998,57933,4209.682602,105,533.255723
2999,0,8556.418397,124,595.2
3000,26335,26770.44534,113,355.818306
3001,85322,16265.58682,134,735.491986
3002,37843,3624.901612,92,354.455466
3003,0,2519.918897,67,482.4
3004,74730,4819.183706,61,421.235276
3005,0,3028.780121,94,483.881752
3006,0,2316.796105,64,307.2
3007,28432,13869.92705,118,612.300581
3008,71210,25807.063,214,1027.2
3009,19581,2342.01381,67,321.6
3010,0,2747.771656,80,576.0
3011,56005,5479.555081,68,326.4
3012,0,9199.539814,80,572.847549
3013,23671,8060.161694,69,331.2
3014,22244,6686.128629,84,114.815893
3015,0,4709.52218,66,470.576119
3016,75329,2685.425957,67,45.905292
3017,0,3920.511337,108,525.392239
3018,44369,5493.698779,68,185.291566
3019,37910,8521.738901,108,518.4
3020,0,2414.072446,71,511.2
3021,40864,4282.947971,109,166.937747
3022,94846,5918.330563,73,305.031114
3023,96306,7519.133631,95,185.355353
3024,53519,4472.334422,111,520.036279
3025,50648,5531.627731,69,331.2
3026,64692,8435.176463,70,336.0
3027,0,10196.1106,100,720.0
3028,0,20552.62128,187,1430.336183
3029,0,3915.798108,109,784.8
3030,49311,6010.502178,74,355.2
3031,71126,2854.114491,71,324.739746
3032,74284,5994.255419,74,268.130863
3033,41402,4477.45201,119,571.2
3034,79619,5544.909083,71,280.89705
3035,25147,3600.934326,101,694.598288
3036,56379,9934.865795,125,600.0
3037,0,6874.84827,96,691.2
3038,48911,2374.147419,61,292.8
3039,29723,9162.063169,80,20.985105
3040,21841,7380.086414,91,436.8
3041,31796,2655.996158,68,377.442796
3042,0,7591.109246,105,504.0
3043,48567,5015.009472,130,624.0
3044,66161,4603.975141,118,457.593764
3045,79751,2551.226692,63,392.235698
3046,39469,5641.35916,71,315.560161
3047,44305,5463.913828,67,214.772284
3048,0,4866.647452,68,444.030724
3049,38893,2779.85389,69,279.960213
3050,39187,4563.018085,118,566.4
3051,70341,14376.55039,179,253.511935
3052,0,2279.747148,64,460.8
3053,0,5380.316469,73,350.4
3054,30090,8708.27928,73,329.517492
3055,49673,18611.45356,232,1021.654003
3056,0,2215.912948,66,389.944994
3057,0,7780.903354,70,504.0
3058,50332,2860.864563,72,345.6
3059,70190,5577.942343,71,15.169017
3060,38179,7268.096004,90,374.716271
3061,0,4060.956163,115,699.823461
3062,25859,7813.411572,74,355.2
3063,36529,4762.156975,118,255.005116
3064,67588,14166.20344,118,566.4
3065,0,4354.398727,121,871.2
3066,81565,2880.348532,71,190.642833
3067,35322,19185.0725,244,76.826503
3068,43671,5329.075482,67,190.649902
3069,58682,4883.805481,61,206.810286
3070,44230,4510.194071,114,738.222494
3071,40269,15304.51777,193,926.4
3072,31756,5237.935672,66,160.855921
3073,47725,15119.55539,63,142.205246
3074,38684,5860.01804,74,376.760016
3075,36301,32306.28587,118,647.954067
3076,0,4655.392106,67,482.4
3077,22268,5326.501981,67,294.803913
3078,50037,6513.612638,81,303.384527
3079,0,3491.741616,104,748.8
3080,75740,7870.360084,98,46.702524
3081,39621,4274.618943,109,25.292113
3082,75838,7189.106255,90,428.907968
3083,11885,11315.20373,101,484.8
3084,29444,2480.529264,63,302.4
3085,64371,7344.836277,181,868.8
3086,26514,6974.922464,91,655.2
3087,92766,20096.89337,71,379.029102
3088,31504,5623.611187,71,340.8
3089,98680,2828.095211,72,345.6
3090,0,7294.492993,113,733.737214
3091,76927,5583.575264,138,114.743547
3092,78804,25763.41423,71,389.636991
3093,73168,5639.941974,70,425.800112
3094,48569,4576.759564,114,434.7579
3095,84768,2875.43239,72,110.484661
3096,0,3031.399321,86,619.2
3097,57693,5979.724161,76,547.2
3098,0,2242.244448,65,85.612463
3099,46593,16547.63728,70,129.151543
3100,0,15814.74557,146,1055.43784
3101,67163,4879.384813,61,33.192803
3102,89205,5494.87251,68,165.523154
3103,0,5060.303189,138,570.777441
3104,65448,11269.23099,94,451.2
3105,77627,10552.87837,88,205.169178
3106,37695,7517.378484,96,460.8
3107,89411,6298.177143,78,116.237322
3108,0,7821.945982,114,914.31553
3109,10337,22806.46912,67,321.6
3110,10621,4386.277558,67,321.6
3111,16711,3499.988408,91,580.622219
3112,0,7528.092744,106,508.8
3113,42968,2732.613084,69,331.2
3114,16181,13736.1325,181,1261.319869
3115,85412,7060.212867,88,134.684555
3116,75774,3732.305945,92,441.6
3117,26599,4064.182317,101,254.380731
3118,34847,5754.746414,73,525.6
3119,0,8460.80939,115,552.0
3120,85896,5638.150224,70,48.629646
3121,0,7163.540342,66,316.8
3122,43775,2803.796963,70,310.744656
3123,0,20940.30306,67,482.4
3124,42056,3130.67843,78,221.951098
3125,13093,3741.570763,100,514.507039
3126,98278,3439.089657,85,367.577872
3127,44605,7284.445594,91,436.8
3128,32365,5278.528037,67,193.147858
3129,82255,5680.276365,71,145.004323
3130,0,2194.668123,62,623.525433
3131,0,6473.32562,88,468.492761
3132,65903,18522.29433,66,316.8
3133,11417,4700.007467,63,302.4
3134,0,21295.51371,96,677.616967
3135,0,6158.846901,67,321.6
3136,69704,8653.562027,72,89.921281
3137,20101,3776.320768,96,291.536748
3138,24383,4897.041423,69,331.2
3139,22139,14947.9173,100,480.0
3140,88708,9011.129467,112,499.663591
3141,11828,10083.48688,90,571.479602
3142,0,2938.728161,80,384.0
3143,73168,5639.941974,70,425.800112
3144,0,2606.045519,71,409.459488
3145,0,52811.49112,182,873.6
3146,76646,5226.286197,65,263.844471
3147,19683,8382.630118,117,561.6
3148,0,14703.13246,71,819.576016
3149,0,18948.34795,124,595.2
3150,35693,12265.60041,103,494.4
3151,0,4529.976333,65,438.369382
3152,0,9220.013197,136,979.2
3153,24123,4087.512572,104,748.8
3154,85654,9247.547393,116,346.265295
3155,0,13024.13012,125,900.0
3156,71210,25807.063,214,1027.2
3157,84822,6104.723142,76,219.879452
3158,36650,2725.356404,69,56.60333
3159,0,3260.74476,90,432.0
3160,28025,23740.12142,87,611.40108
3161,52113,7599.895827,97,465.6
3162,37675,32467.66151,104,731.970027
3163,37595,5633.949267,70,501.994635
3164,41396,5640.021911,70,336.0
3165,77512,8370.401649,104,433.608534
3166,35334,5170.450306,65,468.0
3167,0,7521.194691,104,499.2
3168,40870,12731.95161,105,504.0
3169,53907,5666.867962,71,189.907577
3170,77609,4436.806209,111,62.935952
3171,0,17966.28765,70,504.0
3172,87462,2436.005997,61,51.294615
3173,99494,6650.816974,83,398.4
3174,42585,2751.365822,69,288.295744
3175,58842,4362.931238,110,528.0
3176,37384,4014.453113,99,475.2
3177,92717,8459.053233,70,224.27582
3178,0,2203.439795,72,518.715288
3179,75264,9388.162927,78,343.340301
3180,0,6791.215414,101,727.2
3181,0,23142.1509,105,564.947278
3182,31532,3038.114641,79,241.077843
3183,52583,8879.790017,113,528.20086
3184,62477,21590.44235,183,40.287304
3185,26023,8457.461231,72,79.463916
3186,28666,4770.73904,64,307.2
3187,21004,4312.869599,62,297.6
3188,45430,6293.963716,81,388.8
3189,37511,7098.017093,185,579.467191
3190,28719,4395.885525,110,792.0
3191,49833,5564.735366,69,331.2
3192,67431,5321.108879,136,652.8
3193,23376,2867.312197,78,374.4
3194,20455,9414.119587,84,564.922034
3195,62473,7414.436023,185,1298.853615
3196,35289,5078.451231,65,123.945627
3197,73478,2773.455358,68,241.88878
3198,30584,8072.746442,68,51.662597
3199,88340,12280.76661,102,489.6
3200,49532,3136.432103,79,220.186677
3201,0,5232.333113,154,1140.523821
3202,43982,14722.22122,126,604.8
3203,68906,30118.6554,187,1053.300143
3204,64008,5970.995737,85,372.893812
3205,87421,8026.278333,99,475.2
3206,0,3567.503755,102,660.430456
3207,62076,8491.020256,71,227.225113
3208,26746,2545.220272,66,165.75305
3209,91580,8870.673845,73,290.70096
3210,64403,46770.94705,198,111.173021
3211,51425,9378.900706,119,560.154132
3212,44162,5645.513529,71,160.825045
3213,67128,8406.763319,105,339.017729
3214,30383,4655.209814,119,803.686321
3215,93721,6520.824777,80,489.594642
3216,79867,2989.963139,74,78.172321
3217,39393,32677.34284,121,491.151197
3218,0,21112.53624,81,136.848554
3219,0,4270.034394,122,725.870693
3220,43916,7911.626107,68,326.4
3221,33282,3944.231185,100,207.510821
3222,33032,23777.81427,86,87.080119
3223,25259,6842.580052,87,417.6
3224,19637,2521.161048,67,333.138214
3225,94903,3808.122147,94,451.2
3226,39794,15512.56424,133,638.4
3227,42433,6751.782327,85,410.946167
3228,22044,7405.420506,65,10.393016
3229,32312,7218.015592,61,276.590788
3230,0,3362.551989,97,698.4
3231,72919,5038.979968,130,936.0
3232,0,8681.046339,86,541.217743
3233,0,13197.92893,68,326.4
3234,76357,4595.457544,117,4.074222
3235,57709,5073.282126,125,600.0
3236,26802,4636.54647,66,316.8
3237,26448,8376.332294,105,75.330276
3238,62262,25997.74996,72,193.505325
3239,98784,4971.353586,124,155.412984
3240,28727,13270.9446,113,350.877502
3241,50406,5519.078475,70,132.208612
3242,41832,7942.174213,66,402.749918
3243,0,5504.139033,73,350.4
3244,0,5140.11289,138,900.617364
3245,0,6583.205691,97,465.6
3246,40032,7899.217251,99,475.2
3247,95701,7659.499583,98,99.697769
3248,0,7055.962564,108,777.6
3249,0,7238.504049,66,393.645615
3250,62530,3824.431298,95,61.693771
3251,0,3870.356928,106,508.8
3252,24414,16525.38067,104,499.2
3253,82695,2450.880954,62,217.945243
3254,48156,5666.69628,143,686.4
3255,74069,7298.583562,63,275.516438
3256,82664,8838.085637,114,133.425609
3257,0,5375.657146,80,749.134686
3258,51737,5598.00838,71,430.163277
3259,76797,16953.08411,71,234.771653
3260,61225,14002.75508,117,442.374873
3261,80915,2807.049427,70,187.854818
3262,12688,10529.01236,140,672.0
3263,27681,6057.07208,83,398.4
3264,27778,12904.94336,109,523.2
3265,95697,2471.528431,61,114.273025
3266,44634,5651.396772,71,396.035334
3267,37050,12885.78676,110,528.0
3268,56872,5551.394979,69,192.879457
3269,0,5439.342442,82,590.4
3270,0,4454.104455,68,326.4
3271,69488,5195.824739,68,326.4
3272,0,4551.060479,62,446.4
3273,23589,16570.09009,211,1012.8
3274,0,8002.308333,107,513.6
3275,95782,2743.553584,68,247.847239
3276,24992,8139.001346,106,508.8
3277,20043,10507.69496,92,516.088544
3278,0,7218.085486,104,748.8
3279,36305,4861.369008,61,292.8
3280,44784,5786.49398,73,395.386573
3281,0,7707.806541,113,542.4
3282,75644,4974.801539,65,467.803638
3283,27339,10626.80746,97,44.730323
3284,43657,7996.604028,66,316.8
3285,0,27945.89465,95,684.0
3286,31134,7498.290823,96,666.5271
